INTEGRATED_NAME,ADDRESS,TREES_KIND
망우로,"서울특별시 동대문구 휘경동 316-4","은행나무 "
황물로,"서울특별시 동대문구 답십리동 467-80","은행나무 "
외대역동로,"서울특별시 동대문구 이문동 173-92","이팝나무 "
안암로,"서울특별시 동대문구 용두동 749-1","은행나무 "
전농로,"서울특별시 동대문구 전농동 135-41","은행나무 "
회기로,"서울특별시 동대문구 회기동 45-124","은행나무 "
고산자로,"서울특별시 동대문구 제기동 122-612","양버즘나무 "
약령시로,"서울특별시 동대문구 제기동 148-44","은행나무 "
정릉천동로,"서울특별시 동대문구 용두동 75-44","은행나무 "
외대역동로,"서울특별시 동대문구 이문동 115-44","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 174-49","이팝나무 "
망우로,"서울특별시 동대문구 휘경동 317-6","이팝나무 은행나무 "
망우로,"서울특별시 동대문구 휘경동 317-63","이팝나무 "
망우로,"서울특별시 동대문구 휘경동 317-1","은행나무 "
이문로,"서울특별시 동대문구 휘경동 336-31","은행나무 "
이문로,"서울특별시 동대문구 회기동 77-43","은행나무 "
망우로,"서울특별시 동대문구 휘경동 71-1","은행나무 "
외대역동로,"서울특별시 동대문구 휘경동 108-31","양버즘나무 "
한천로,"서울특별시 동대문구 이문동 94-7","느티나무 "
한천로,"서울특별시 동대문구 이문동 94-8","느티나무 "
한천로58길,"서울특별시 동대문구 이문동 94-2","느티나무 "
외대역동로,"서울특별시 동대문구 이문동 120-20","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 120-37","이팝나무 "
한천로,"서울특별시 동대문구 휘경동 120-1","양버즘나무 은행나무 "
한천로,"서울특별시 동대문구 이문동 91-2","양버즘나무 은행나무 "
한천로,"서울특별시 동대문구 이문동 90-15","양버즘나무 "
외대역동로,"서울특별시 동대문구 휘경동 55-6","느티나무 "
한천로,"서울특별시 동대문구 휘경동 56-3","느티나무 벚나무 "
한천로,"서울특별시 동대문구 휘경동 16-60","느티나무 "
한천로,"서울특별시 동대문구 휘경동 15-10","느티나무 "
한천로,"서울특별시 동대문구 휘경동 62-18","느티나무 "
한천로,"서울특별시 동대문구 휘경동 12-22","느티나무 "
한천로,"서울특별시 동대문구 전농동 1-209","은행나무 "
장안벚꽃로,"서울특별시 동대문구 휘경동 348","벚나무 회화나무 "
장안벚꽃로,"서울특별시 동대문구 휘경동 359","벚나무 "
답십리로,"서울특별시 동대문구 장안동 295-6","이팝나무 "
장한로,"서울특별시 동대문구 장안동 307-3","이팝나무 "
답십리로,"서울특별시 동대문구 답십리동 산 2-9","이팝나무 "
답십리로,"서울특별시 동대문구 장안동 332-6","이팝나무 "
답십리로,"서울특별시 동대문구 장안동 332-7","이팝나무 "
답십리로,"서울특별시 동대문구 장안동 334-11","이팝나무 "
장한로,"서울특별시 동대문구 장안동 435-5","이팝나무 "
한천로14길,"서울특별시 동대문구 장안동 479-2","양버즘나무 "
장안벚꽃로,"서울특별시 동대문구 장안동 336-2","양버즘나무 "
망우로,"서울특별시 동대문구 휘경동 255-23","은행나무 "
망우로,"서울특별시 동대문구 휘경동 267-72","은행나무 "
한천로,"서울특별시 동대문구 답십리동 939","양버즘나무 "
장안벚꽃로,"서울특별시 동대문구 장안동 481-4","벚나무 "
장안벚꽃로,"서울특별시 동대문구 장안동 481-6","은행나무 느티나무 벚나무 "
서울시립대로,"서울특별시 동대문구 전농동 694","은행나무 "
전농로,"서울특별시 동대문구 전농동 194","산딸나무 "
전농로,"서울특별시 동대문구 전농동 155-7","은행나무 "
사가정로,"서울특별시 동대문구 전농동 38-111","벚나무 "
사가정로,"서울특별시 동대문구 전농동 31-42","이팝나무 "
외대역동로1길,"서울특별시 동대문구 휘경동 375","느티나무 "
외대역동로1길,"서울특별시 동대문구 휘경동 375-5","느티나무 "
외대역동로1길,"서울특별시 동대문구 휘경동 42-9","느티나무 "
외대역동로1길,"서울특별시 동대문구 휘경동 109-1","느티나무 "
외대역동로1길,"서울특별시 동대문구 휘경동 96-5","느티나무 "
외대역동로1길,"서울특별시 동대문구 휘경동 95-1","느티나무 "
경희대로,"서울특별시 동대문구 회기동 36-3","은행나무 "
경희대로,"서울특별시 동대문구 회기동 108-2","은행나무 "
경희대로,"서울특별시 동대문구 회기동 38-1","은행나무 "
경희대로,"서울특별시 동대문구 회기동 36-21","은행나무 "
신이문로,"서울특별시 동대문구 이문동 256-371","은행나무 "
회기로,"서울특별시 동대문구 회기동 60-148","은행나무 "
답십리로,"서울특별시 동대문구 답십리동 241-8","은행나무 "
회기로,"서울특별시 동대문구 청량리동 206-44","느티나무 "
회기로,"서울특별시 동대문구 청량리동 206-11","느티나무 "
회기로,"서울특별시 동대문구 청량리동 산 1-196","은행나무 느티나무 "
한천로63길,"서울특별시 동대문구 이문동 225-4","느티나무 "
한천로66길,"서울특별시 동대문구 이문동 213-13","은행나무 "
전농로10길,"서울특별시 동대문구 답십리동 80-1","느티나무 벚나무 "
이문로54길,"서울특별시 동대문구 이문동 225-4","느티나무 "
이문로54길,"서울특별시 동대문구 이문동 225","느티나무 "
이문로54길,"서울특별시 동대문구 이문동 225-2","느티나무 "
한천로58길,"서울특별시 동대문구 이문동 64-4","은행나무 "
한천로58길,"서울특별시 동대문구 이문동 64","은행나무 "
한천로58길,"서울특별시 동대문구 이문동 54-2","은행나무 "
한천로58길,"서울특별시 동대문구 이문동 54","은행나무 "
한천로58길,"서울특별시 동대문구 이문동 64-12","은행나무 "
한천로58길,"서울특별시 동대문구 이문동 46-16","은행나무 "
한천로58길,"서울특별시 동대문구 이문동 46-21","은행나무 "
한천로58길,"서울특별시 동대문구 이문동 25-9","은행나무 "
한천로58길,"서울특별시 동대문구 이문동 353-13","은행나무 "
한천로58길,"서울특별시 동대문구 이문동 354-70","은행나무 "
한천로58길,"서울특별시 동대문구 이문동 1-4","은행나무 "
한천로58길,"서울특별시 동대문구 이문동1-4","은행나무 "
한천로58길,"서울특별시 동대문구 이문동7-1","은행나무 "
황물로,"서울특별시 동대문구 답십리동 490-20","은행나무 "
홍릉로25길,"서울특별시 동대문구 청량리동 205-484","은행나무 "
왕산로,"서울특별시 동대문구 청량리동 444-2","은행나무 "
제기로17길,"서울특별시 동대문구 청량리동 205-372","은행나무 "
망우로1길,"서울특별시 동대문구 휘경동 344","은행나무 "
한천로58길,"서울특별시 동대문구 이문동 49-2","은행나무 "
한천로58길,"서울특별시 동대문구 이문동 49-3","은행나무 "
한천로58길,"서울특별시 동대문구 이문동 99-1","은행나무 "
한천로58길,"서울특별시 동대문구 이문동 98-1","단풍나무 "
한천로58길,"서울특별시 동대문구 이문동 48-4","은행나무 "
한천로58길,"서울특별시 동대문구 이문동 59","은행나무 "
한천로58길,"서울특별시 동대문구 이문동 53-1","은행나무 "
사가정로4길,"서울특별시 동대문구 답십리동 1005-1","벚나무 "
한천로58길,"서울특별시 동대문구 이문동 50","은행나무 "
사가정로4길,"서울특별시 동대문구 답십리동 477-41","벚나무 "
한천로58길,"서울특별시 동대문구 이문동 65-2","은행나무 "
한천로58길,"서울특별시 동대문구 이문동 189","은행나무 "
답십리로,"서울특별시 동대문구 답십리동 1003","이팝나무 "
답십리로,"서울특별시 동대문구 답십리동 476-268","이팝나무 "
답십리로,"서울특별시 동대문구 답십리동 476-288","이팝나무 "
답십리로,"서울특별시 동대문구 답십리동 1005","이팝나무 "
사가정로4길,"서울특별시 동대문구 답십리동 149-8","벚나무 "
천호대로,"서울특별시 동대문구 답십리동 496-13","양버즘나무 "
약령시로,"서울특별시 동대문구 청량리동 235-6","은행나무 "
사가정로4길,"서울특별시 동대문구 답십리동 1003","벚나무 "
사가정로4길,"서울특별시 동대문구 답십리동 153-7","벚나무 "
사가정로4길,"서울특별시 동대문구 답십리동 112-200","벚나무 "
제기로,"서울특별시 동대문구 청량리동 60-3","은행나무 "
전농로3길,"서울특별시 동대문구 답십리동 276-24","이팝나무 "
천호대로,"서울특별시 동대문구 답십리동 1009","단풍나무 "
전농로3길,"서울특별시 동대문구 답십리동 274-1","이팝나무 "
전농로3길,"서울특별시 동대문구 답십리동 1005-2","이팝나무 "
청계천로,"서울특별시 동대문구 용신동 100-30","이팝나무 "
청계천로,"서울특별시 동대문구 용신동 100-27","이팝나무 "
청계천로,"서울특별시 동대문구 신설동 100-2","이팝나무 "
청계천로,"서울특별시 동대문구 신설동 114-75","이팝나무 "
청계천로,"서울특별시 동대문구 신설동 100-21","이팝나무 "
청계천로,"서울특별시 동대문구 신설동 114-76","이팝나무 "
청계천로,"서울특별시 동대문구 신설동 114-74","이팝나무 "
청계천로,"서울특별시 동대문구 신설동 109-13","느티나무 "
서울시립대로12길,"서울특별시 동대문구 전농동 693","벚나무 "
서울시립대로12길,"서울특별시 동대문구 전농동 690","벚나무 "
서울시립대로12길,"서울특별시 동대문구 전농동 222-10","벚나무 "
서울시립대로12길,"서울특별시 동대문구 전농동 407-3","벚나무 "
서울시립대로12길,"서울특별시 동대문구 전농동 222-105","벚나무 "
서울시립대로12길,"서울특별시 동대문구 전농동 558-174","벚나무 "
고산자로,"서울특별시 동대문구 제기동 918","양버즘나무 "
천호대로,"서울특별시 동대문구 용신동 176","느티나무 "
고산자로,"서울특별시 동대문구 용두동 36-11","은행나무 "
천호대로,"서울특별시 동대문구 용두동 33-1","느티나무 "
안암로,"서울특별시 동대문구 제기동 136-357","은행나무 "
답십리로,"서울특별시 동대문구 답십리동 2-298","이팝나무 "
한빛로,"서울특별시 동대문구 신설동 53-3","이팝나무 "
한빛로,"서울특별시 동대문구 신설동 65-2","이팝나무 "
한빛로,"서울특별시 동대문구 신설동 27-2","이팝나무 "
정릉천동로,"서울특별시 동대문구 용두동 792-7","은행나무 "
한빛로,"서울특별시 동대문구 용두동 757-23","이팝나무 은행나무 "
한빛로,"서울특별시 동대문구 용두동 767-14","이팝나무 "
고미술로,"서울특별시 동대문구 답십리동 530-24","은행나무 "
왕산로,"서울특별시 동대문구 용두동 234-1","은행나무 "
하정로,"서울특별시 동대문구 신설동 98-24","느티나무 "
천호대로45길,"서울특별시 동대문구 용두동 38-5","은행나무 "
청계천로,"서울특별시 동대문구 신설동 92-44","느티나무 "
청계천로,"서울특별시 동대문구 신설동 100-29","느티나무 "
청계천로7길,"서울특별시 동대문구 용두동 255-26","단풍나무 "
청계천로7길,"서울특별시 동대문구 용두동 255-20","단풍나무 "
왕산로,"서울특별시 동대문구 신설동 92-34","은행나무 "
청계천로7길,"서울특별시 동대문구 용두동 255-19","단풍나무 "
청계천로7길,"서울특별시 동대문구 용두동 255-18","단풍나무 "
청계천로7길,"서울특별시 동대문구 용두동 255-13","단풍나무 "
천호대로,"서울특별시 동대문구 신설동 101-7","은행나무 "
청계천로7길,"서울특별시 동대문구 용두동 255-12","단풍나무 "
청계천로7길,"서울특별시 동대문구 용두동 255-10","단풍나무 "
천호대로,"서울특별시 동대문구 신설동 102-26","은행나무 "
청계천로7길,"서울특별시 동대문구 용두동 255-9","단풍나무 "
청계천로7길,"서울특별시 동대문구 용두동 255-8","단풍나무 "
청계천로7길,"서울특별시 동대문구 용두동 237-70","단풍나무 "
천호대로,"서울특별시 동대문구 신설동 97-37","느티나무 "
청계천로7길,"서울특별시 동대문구 용두동 255-35","단풍나무 "
청계천로7길,"서울특별시 동대문구 용두동 255-96","단풍나무 "
청계천로7길,"서울특별시 동대문구 용두동 255-97","단풍나무 "
청계천로7길,"서울특별시 동대문구 용두동 255-101","단풍나무 "
청계천로7길,"서울특별시 동대문구 용두동 237-69","이팝나무 "
청계천로7길,"서울특별시 동대문구 용두동 237-72","이팝나무 "
청계천로7길,"서울특별시 동대문구 용두동 251-13","이팝나무 "
청계천로7길,"서울특별시 동대문구 용두동 237-12","이팝나무 "
왕산로2길,"서울특별시 동대문구 신설동 97-8","느티나무 "
하정로,"서울특별시 동대문구 신설동 97-37","느티나무 "
하정로,"서울특별시 동대문구 신설동 97-8","느티나무 "
청계천로,"서울특별시 동대문구 용두동 255-52","느티나무 "
청계천로,"서울특별시 동대문구 용두동 255-48","느티나무 "
청계천로,"서울특별시 동대문구 용두동 255-58","느티나무 "
청계천로,"서울특별시 동대문구 용두동 255-73","느티나무 "
청계천로,"서울특별시 동대문구 용두동 255-56","느티나무 "
한천로10길,"서울특별시 동대문구 장안동 216-40","느티나무 "
한천로10길,"서울특별시 동대문구 장안동 217-1","이팝나무 느티나무 "
천호대로,"서울특별시 동대문구 용두동 252-156","은행나무 "
한천로10길,"서울특별시 동대문구 장안동 217-4","이팝나무 "
전농로4길,"서울특별시 동대문구 답십리동 952-2","양버즘나무 이팝나무 "
천호대로73길,"서울특별시 동대문구 답십리동 530-2","은행나무 "
답십리로,"서울특별시 동대문구 답십리2동 산2-11","이팝나무 "
왕산로,"서울특별시 동대문구 청량리동 2-3","이팝나무 "
왕산로23길,"서울특별시 동대문구 제기동 268-51","이팝나무 "
왕산로23길,"서울특별시 동대문구 제기동 268-50","이팝나무 "
왕산로23길,"서울특별시 동대문구 제기동 1158-61","벚나무 "
왕산로23길,"서울특별시 동대문구 제기동 1158-75","벚나무 "
왕산로23길,"서울특별시 동대문구 제기동 55-11","이팝나무 "
왕산로23길,"서울특별시 동대문구 제기동 1158-66","벚나무 "
왕산로23길,"서울특별시 동대문구 제기동 271-51","벚나무 "
천호대로47길,"서울특별시 동대문구 답십리동 463-13","느티나무 "
